Q1026040	mourning
Q3819616	in the city
Q3819616	en la ciudad
Q3819875	stabat mater
Q384863	koji suzuki
Q384863	suzuki kōji
Q384863	suzuki koji
Q384863	kouji suzuki
Q3882652	one way
Q3884	amazon
Q3884	amazon.com
Q3884	amazon.com , inc .
Q3884	amazon ( company )
Q3946655	samuel
Q3946655	umberto romano
Q3973356	steve james
Q3973356	stephen james philibin
Q3986026	the blue
Q4022	river
Q4022	rivers
Q4039507	gloria
Q40707636	laura
Q4111720	boris
Q4165921	ghost
Q4179429	attack
Q4199553	vladimir ilyin
Q4199553	vladimir adolfovitsj ilin
Q42328979	victor
Q424325	stevenson
Q42520599	philippe
Q42570949	nelly
Q426248	john williams
Q434142	caspar weinberger
Q434142	caspar `` cap '' willard weinberger
Q438472	irving thalberg
Q438472	irving grant thalberg
Q438472	irving g. thalberg
Q45498187	ziyi
Q4571885	faulkner
Q46337	manifesto
Q46337	declaration
Q4643891	7 weeks
Q4655270	a
Q471555	love hurts
Q4729893	all you can ever learn is what you already know
Q4735699	already
Q4748020	amos
Q47491163	simon baker
Q475286	animal
Q475286	l'animal
Q4790378	ariel
Q4808556	assault
Q486972	community
Q486972	human settlements
Q486972	populated places
Q486972	settlements
Q486972	human communities
Q48785251	revival
Q48965733	decline
Q49100034	missing
Q49100034	saknad
Q49111	cambridge
Q49111	cambridge massachusetts
Q4926192	bless
Q49451	progressive rock
Q49451	prog-rock
Q49451	prog
Q49451	classical rock
Q49451	symphonic rock
Q49451	art rock
Q49451	progressive pop
Q49451	prog rock
Q4975458	brother
Q49845	post
Q5008523	cab
Q5026611	camille
Q50383495	company
Q50396367	rebecca
Q50733095	trent
Q5073498	chapter one
Q50845898	infamous
Q51126620	the way we were
Q51152743	enough
Q51236353	c.o.d .
Q51838093	carlos
Q5213674	dan hicks
Q5223833	darlene
Q52664309	the crossing
Q528513	alice mary robertson
Q5306553	dreamer
Q5306684	dreams
Q53146827	waterman
Q533728	carthage
Q533728	carthage , new york
Q5357281	electric
Q53575037	rome
Q53575037	la mano negra
Q53575037	rome “ la mano negra ”
Q5407300	axel
Q5407300	axel ( given name )
Q5407300	axel ( first name )
Q543949	jessica
Q5451311	fire
Q5451311	vicente serrano
Q5451311	mascarita mágica
Q5458702	flesh and blood
Q5478982	side
Q5485515	frank broyles
Q5499703	free
Q5499710	free
Q5521130	ganging up on the sun
Q55436353	giants
Q55436353	schenectady giants
Q55517287	good girls
Q5557030	ghost
Q5557030	george chance
Q55635110	the chamber
Q55635110	chamber
Q5568760	glenn davis
Q5578546	gold
Q559270	the twilight zone
Q56093	blake edwards
Q56093	william blake crump
Q5641566	half-life
Q5696899	heidi
Q5759776	highway
Q585987	antoine danchet
Q58836049	200
Q5972264	leandro rivera
Q59736	ignaz semmelweis
Q59736	ignatius philipp semmelweis
Q5978151	i love my wife
Q59782101	nicolas
Q59782107	joe
Q598929	post-punk
Q598929	new musick
Q60	new york city
Q60	nyc
Q60	new york
Q60	the five boroughs
Q60	big apple
Q60	city of new york
Q60	ny city
Q60	new york , new york
Q60	new york city , new york
Q60411985	chance
Q6047215	interlude
Q60580732	kansas city
Q60677656	flying
Q6115197	jack smack
Q6115815	jack wilson
Q6115815	jack william wilson
Q613962	mother
Q61410143	lily
Q614607	ion
Q61607426	sofia
Q61674999	doctor
Q61708973	hen
Q61708973	חן
Q62033168	dracula
Q6209452	joe
Q6288972	josh heinrichs
Q6301508	juanico
Q6316185	just love
Q63173	albrecht ritschl
Q6325376	kate
Q633631	brad grey
Q633631	brad alan grey
Q63484853	valerio
Q63485063	hans
Q63529772	andriy
Q63676954	anna
Q637290	cobra
Q63882238	will
Q63883140	bob
Q63883489	shane
Q63885864	paris
Q63887143	duncan
Q63890125	bruno
Q63891428	pauline
Q6390711	norris
Q63967415	ethan
Q641286	rhode
Q64201036	orange
Q64201036	orange given name
Q6422107	knife edge
Q643347	stabat mater
Q644372	princess caraboo
Q644859	jerusalem : the three roads to the holy land
Q64861349	lena
Q6497253	section
Q6497253	sec
Q6497253	squad
Q6497253	military section
Q6497253	section ( military )
Q65061900	destiny
Q65061900	destiny : or , the soul of a woman
Q65066546	paparazzi
Q65658961	humble
Q65658961	humble .
Q65740367	sally
Q65924442	zoey
Q65928573	peter friedrich
Q66196576	cosmo
Q6654733	live
Q66660311	julius
Q66660311	julius little
Q6669059	loma
Q6669059	loma , colorado
Q6696338	lucas turk
Q67155220	charles william
Q6778275	marvin
Q6789102	matt muncy
Q680596	san pedro de macorís
Q680596	sultana del este
Q680596	macorís del mar
Q680596	mosquiti y sol
Q680596	san pedro de macoris
Q680596	macoris del mar
Q68110339	maria
Q6813999	melvin jenkins
Q6848161	mike nagy
Q68634	en
Q6902767	monster madness : battle for suburbia
Q6945833	my life
Q7009814	new life
Q7012065	new territories
Q7053633	north
Q7085561	older than america
Q7091489	on the road
Q709244	jaime roldós aguilera
Q709244	jaime roldos aguilera
Q709244	jaime roldós
Q709244	jaime roldos
Q71047301	outnumbered
Q7152710	paul newlan
Q7186761	phoenix
Q7191144	picture
Q722618	mario bauzá cárdenas
Q722618	mario bauza
Q722618	mario bauzá
Q7230155	porkkalam
Q7231200	port of missing girls
Q7240196	prema narayan
Q72793750	anna
Q7296358	raveendran
Q7296845	raw
Q7314	stravinsky
Q7314	igor strawinski
Q7314	igor strawinsky
Q7314	igor stravinskii
Q7314	igor feodorovich stravinsky
Q7314	jgor strawinsky
Q7314	igor strawinskij
Q7314	igor stravinski
Q7314	igor fedorovich stravinsky
Q7314	i. strawinsky
Q7316499	resurrection
Q7325	jewish people
Q7325	jewish person
Q7325	jews
Q7325	jew
Q7325	jewish
Q7325	the jews
Q7325	jewry
Q7325	jewish nation
Q7325	the jewish people
Q7328348	richard pelletier
Q7332306	ricochet
Q734092	alfredo bryce echenique
Q734092	alfredo bryce
Q738436	rock ' n ' roll
Q7413293	san antonio
Q7413293	san antonio , northern mariana islands
Q7413293	san antonio , saipan
Q7495144	sherman
Q7495144	sherman college of straight chiropractic
Q7503309	showtime
Q7561180	song of the sea
Q75656539	xavier
Q7568	yogyakarta
Q7568	jogja
Q7568	djogjakarta
Q7568	yogya
Q7568	jogjakarta city
Q75684	s.c. braga
Q75684	sporting de braga
Q75684	sporting braga
Q75684	sp. braga
Q75684	sporting clube de braga
Q75684	braga fc
Q7602299	stars
Q7710474	thank you
Q7712538	the adventures of galgameth
Q7712538	adventures of galgameth
Q7713288	the amateur gentleman
Q7713288	amateur gentleman
Q7727	60 seconds
Q7727	sixty seconds
Q7727	minutes
Q7727	mins
Q7728180	the crossing
Q7728180	crossing
Q7729243	days
Q7734822	the forgotten
Q7734822	forgotten
Q7749149	the lucky corner
Q7749149	lucky corner
Q7750746	the maze
Q7750746	maze
Q7751304	the midnight
Q7755355	the original
Q7756351	the patriot
Q7776899	zone
Q7818001	tom watson
Q7818001	thomas watson
Q7822042	tony castillo
Q7840050	triangle
Q7879118	ulladakkam
Q7880162	ultimate collection
Q78914231	thomas hill
Q78914231	thomas daniel hill
Q7901639	us
Q7926527	victoria
Q79974029	bowl
Q8019232	william tell
Q8019232	wilhelm tell
Q8027414	wisdom fofo agbo
Q8042689	x
Q8042689	mr. x
Q807	lausanne
Q807	lausanne vd
Q807	olympic capital
Q81227567	love 101
Q81227567	aşk 101
Q81227567	ask 101
Q81227567	amor 101
Q82332	underworld
Q8253	fiction
Q8253	fictional
Q84679	eric pohlmann
Q85083499	a man
Q851087	pan
Q851087	partido acción nacional
Q851087	partido accion nacional
Q85785825	mirror
Q861307	christian holst
Q86445786	prince
Q8853	leo
Q8853	leonis
Q889	afghanistan
Q889	af
Q889	🇦🇫
Q889	islamic republic of afghanistan
Q889	afg
Q90433180	chicago
Q905822	verne
Q909253	dorothea
Q909253	dorothea ( given name )
Q909253	dorothea ( first name )
Q9128296	xi
Q9139221	james
Q925605	broken
Q926318	johnson monteiro pinto macaba
Q93241200	deep
Q93852356	true
Q939325	ella enchanted
Q953088	essex county
Q953088	essex county , ontario
Q955573	manning
Q95702308	micheline bona
Q961356	throttle
Q966516	sidney
Q982013	omaha
Q982045	cleveland
Q10302272	innocence
Q1045752	phoenix
Q10564547	i love you
Q1058059	home
Q1071705	sonic
Q10852690	still
Q1113445	combat
Q1115105	hamilton
Q1115775	sid
Q11189420	anna
Q11195823	dice
Q1120576	communist party of britain
Q1120576	cpb
Q1120576	communist party
Q1120576	british communist party
Q11229683	luna
Q11229683	luna tsukinagi
Q11269835	sport
Q11269835	red sun
Q1130963	dublin
Q1135816	frankenstein
Q1146603	one
Q1146603	ködai
Q1150	mercury
Q1150	mercurius
Q11573	meter
Q1166269	darkness
Q11683968	?
Q1192264	joy to the world
Q1192264	joy to the world ! the lord is come
Q11974926	help
Q1226171	dina galli
Q12270561	amazing
Q12324723	live
Q12328951	nigel
Q12481476	diana
Q12621523	papa
Q12642406	solitude
Q12684058	black
Q12741094	sophie
Q12769393	end
Q12769393	terminal point
Q12769393	arrival
Q12769393	terminus
Q12769393	final point
Q12769393	termination
Q12769393	endpoint
Q12769393	end point
Q12769393	🔚
Q1277599	earth
Q130327	stamford raffles
Q130327	thomas stamford bingley raffles
Q130327	lai-fo-shih
Q130327	sir thomas stamford raffles
Q130327	thomas stamford , sir raffles
Q130327	thomas stamford raffles
Q130327	stamford , sir raffles
Q130327	raffles
Q130327	sir thomas stamford bingley raffles
Q133073	dunedin
Q133073	dunedin , nz
Q133073	dunedin , new zealand
Q133073	dunedin city
Q1330850	great white
Q13415735	eva
Q13415735	eva karrera
Q13415735	eva kerera
Q1347219	hills
Q13584864	henryk
Q13584864	henryk ( given name )
Q13584864	henryk ( first name )
Q1363688	corinth
Q1363688	korinthos
Q1399643	stephen hopkins
Q1402538	nest
Q1402538	el nido
Q14033383	kathleen
Q1471965	heavy metal
Q14755324	snow
Q14755846	pink
Q1484446	samuel
Q14970638	ma
Q14970638	health care assistant
Q15043917	the brothers
Q15043917	brothers
Q1509138	georgi
Q1514850	class
Q1526230	la victoria
Q1526230	la victoria , valle del cauca
Q1526230	la victoria , colombia
Q1535153	superhero film
Q1535153	superhero movie
Q1535153	superhero motion picture
Q156776	swiss
Q156776	lx
Q156776	swr
Q156776	swiss air lines
Q156776	swiss airline
Q156776	swiss air
Q1567843	rafael pollack
Q1569768	jefferson
Q1569768	city of jefferson
Q1571956	sangam
Q15874022	conscience
Q15917782	never say never
Q15940604	lin
Q15963780	carol
Q1607103	phantom
Q16149129	alberto
Q16200679	lee
Q16214855	gopi
Q16214855	mohan
Q16244315	bloodlines
Q16543862	conti
Q16611161	neon
Q16612533	now
Q16646450	judas
Q16718841	family
Q16733532	the game
Q16733532	game
Q16872395	lobo
Q16884059	sutter
Q16899404	theodore roosevelt high school
Q16953992	camp
Q16966957	buddy
Q16967084	carolina
Q1700525	john hughes
Q1701116	john mollo
Q17032422	wadsworth
Q17042734	platinum
Q17147158	the best
Q1753703	social democratic party
Q1781651	living in the material world
Q18031774	eduard
Q18031774	eduard ( given name )
Q18031774	eduard ( first name )
Q18089190	rainbow
Q18123741	infectious
Q18123741	infection
Q18123741	id
Q18123741	clinical infection
Q18123741	infectious diseases and manifestations
Q18123741	infectious disorder
Q18123741	communicable disease
Q18123741	communicable diseases
Q18142236	ferenc
Q18142236	ferenc ( given name )
Q18142236	ferenc ( first name )
Q18159656	beast
Q18159725	the wizard of oz
Q18159725	wizard of oz
Q18163049	oxygen
Q18164094	sugar
Q181754	heart failure
Q181754	hf
Q181754	congestive heart failure
Q181754	congestive cardiac failure
Q181754	cardiac failure
Q181754	cf
Q1818458	leo
Q18336566	steve
Q18336566	steve ( given name )
Q18336566	steve ( first name )
Q18336731	orange
Q18371806	redemption
Q18393994	the world
Q18643403	lode
Q18643403	lode ( given name )
Q18643403	lode ( first name )
Q1876087	granville
Q1876087	granville , vermont
Q189739	miriam
Q189739	jan żagiel
Q189739	i. n .
Q1911284	royal
Q1911417	hepburn
Q1911417	hepburn , saskatchewan
Q1911417	hepburn , sk
Q1925291	st. paul
Q1925291	saint paul , iowa
Q1925291	st. paul , iowa
Q1925291	st. paul , ia
Q192541	ctesiphon
Q192541	al-mada'in
Q192541	mahoze
Q192541	mahuza
Q1932577	escape
Q1933135	gilbert
Q193968	omar
Q193968	mullah mohammed omar mujahid
Q193968	mohammed omar mujahid
Q193968	mullah muhammad omar mujahid
Q194318	pirates of the caribbean
Q19473359	spy smasher
Q1949069	sas
Q1949069	sahibzada ajit singh nagar
Q19580	coventry
Q19580	city
Q19580	ccfc
Q19580	sky blues
Q1962492	the terminal man
Q1962492	terminal man
Q19723449	wiebke
Q19723449	wiebke ( given name )
Q19723449	wiebke ( first name )
Q197412	platform
Q19818110	hamilton
Q19818110	hamilton ( given name )
Q19818110	hamilton ( first name )
Q1986744	lou
Q19879540	composer
Q1989491	arnór sveinn aðalsteinsson
Q1989491	arnór sveinn adalsteinsson
Q1989491	arnor sveinn adalsteinsson
Q19961089	mallory
Q19961089	mallory ( first name )
Q19961089	mallory ( given name )
Q20017766	kay
Q20017766	kie
Q20017766	계
Q20017766	桂
Q2006616	brother
Q205049	world music
Q205049	ethnic
Q205049	ethnic rock
Q205049	ethnic music
Q207901	francisco de orellana
Q20796353	ride
Q20803763	pompeo
Q20803763	pompeo ( first name )
Q20803763	pompeo ( given name )
Q20814446	august
Q20858225	the punisher
Q20898948	marcy
Q20898948	marcy ( first name )
Q20898948	marcy ( given name )
Q21183952	the witch
Q21183952	witch
Q2143665	children 's film
Q2143665	children 's movie
Q214609	material
Q214609	substance
Q21600799	daddy
Q2171759	gregory
Q2171759	gregory , south dakota
Q2181853	mexico
Q219526	fayetteville
Q219526	fayetteville , arkansas
Q219526	fayetteville , ar
Q219526	fayetteville , ark .
Q2200794	viking
Q2200794	viking , minnesota
Q220457	barnacle
Q220457	cirripedia
Q2224187	invisible children
Q22675021	lifetime
Q22675021	life span
Q2270838	flush : a biography
Q2282049	norton
Q2282049	norton , massachusetts
Q23012025	sana
Q23012025	minatozaki sana
Q23044944	miracle
Q2334000	boyd
Q2346521	barry
Q2366171	sunday
Q23698024	eldorado
Q237196	h. rider haggard
Q237196	henry rider haggard
Q237196	sir henry rider haggard
Q237196	h. r. haggard
Q237196	h rider haggard
Q237277	poppins
Q2409530	the artist
Q24170	doki ! doki ! yūenchi : crazy land daisakusen
Q24170	doki ! doki ! amusement park
Q24170	doki ! doki ! yuuenchi : crazy land daisakusen
Q24170	trolls in crazyland
Q2420280	love
Q24438043	pine
Q2452723	nichols
Q2452723	nichols , new york
Q25089	woody allen
Q25089	heywood allen
Q25089	allan stewart konigsberg
Q25089	allen stewart konigsberg
Q25096968	unbreakable
Q25217194	brother
Q2527742	ckzz-fm
Q25409170	gospel
Q2541040	spike
Q2541040	supaiku
Q2541040	spike co. , ltd .
Q25411204	best of
Q255786	gracie allen
Q255786	grace ethel cecile rosalie allen
Q25989	central european time
Q25989	cet
Q25989	central european time zone
Q25989	cetz
Q26233899	trieste
Q2667050	brotherhood
Q26887	davenport
Q26887	davenport , iowa
Q26887	davenport , ia
Q270510	apartment
Q27230377	hyper
Q2740538	love is
Q274744	sense and sensibility
Q27518205	ethan frome
Q277893	luc
Q27869782	split
Q27906654	turner
Q27964343	the green hornet
Q27964343	green hornet
Q280294	orpheus
Q28179710	cinderella
Q2818330	7 khoon maaf
Q2818330	seven murders forgiven
Q28451310	night lights
Q2849580	angie
Q2849584	angie
Q286068	marion
Q288035	street fighter
Q288035	sf
Q2891223	bath
Q29093967	small
Q291796	mu
Q291796	ces
Q291796	china eastern
Q291796	china eastern airlines corporation limited
Q291796	china eastern airlines corporation
Q2920283	delkash
Q2920283	esmat bagherpour baboli
Q29565909	waiting
Q29598761	inheritance
Q2964901	chris young
Q2964901	christopher tyler young
Q30090768	alex
Q3031413	lima
Q3031413	lima/central
Q3031413	lima
Q3050241	james burrows
Q3050241	charles/burrows/charles productions
Q30601553	star
Q3086849	fred holmes
Q3119435	guido gratton
Q3139713	homeyra
Q3139713	parvaneh amir-afshari
Q3139713	parvaneh
Q3139713	homayra
Q314301	peter yates
Q31443146	bani
Q31443146	barangay bani
Q31443146	brgy. bani
Q31443146	bgy. bani
Q31443146	bani , bacarra
Q3158541	jacques chirac
Q318452	air
Q318452	aie
Q327873	piano player
Q3283363	switched-on bach
Q3284962	portland
Q3295320	martin
Q3295320	martin ( tv series )
Q3309008	jones
Q3309008	mr. jones
Q3309008	jones ( animal farm )
Q3309008	mr. jones of manor farm
Q331968	yuji nakazawa
Q332255	chuck howley
Q3323541	moon
Q33541975	israel
Q33576713	tommy
Q33614500	lust
Q3417793	the games
Q3417793	games
Q3441834	ca
Q34623	decalogue
Q34623	10 commandments
Q34623	the ten commandments
Q34623	the decalogue
Q34623	the 10 commandments
Q3476814	season of glass
Q3486978	smile
Q3492359	provider
Q3501630	hague
Q3501630	hague , new york
Q353358	lee dixon
Q353358	lee michael dixon
Q3545878	albert
Q35555	wallis and futuna
Q35555	wf
Q35555	🇼🇫
Q35555	wallis and futuna islands
Q3567180	wellington
Q3567180	wellington , prince edward island
Q3567700	when a woman sins
Q3569059	willie
Q357807	costa
Q3661361	casablanca
Q36922048	sing
Q3706732	diamonds are forever
Q3708470	crawford
Q3708470	crawford , new york
Q3715963	rare birds
Q37241298	ricardo
Q374593	blaque
Q37546724	rodney
Q3759415	gene banks
Q3759415	eugene lavon banks
Q3759415	tinkerbell
Q3759415	grady
Q3783411	harmony
Q3785570	highway hunter
Q37890888	max
Q3794287	the great gabbo
Q3794287	great gabbo
Q3794593	marriage
Q3829395	leedham bantock
Q39070053	black
Q39070053	black ( album )
Q39073902	nina
Q3908358	pop
Q3944960	sailor moon
Q3964149	still
Q3977814	walter valdi
Q4024228	zero
Q4034396	around the world
Q40746782	nelson
Q41753	klagenfurt
Q41877672	antoine
Q42184547	the double
Q42186644	treasure island
Q42740	han
Q4284292	the master
Q4284292	master
Q430893	charles kent
Q43227	james hilton
Q43616	mummy
Q43616	mummification
Q43616	mummies
Q44414	trey parker
Q44414	randolph severn `` trey '' parker
Q44414	parker
Q44414	randolph severn parker
Q44414	randolph parker
Q4505485	cai
Q4505485	tsai
Q4505485	chi
Q4505485	chih
Q4546290	101
Q46076418	edge of the world
Q471379	the scream
Q471379	scream
Q471379	djwkckakcsrq3fbq3rohifhba3lrihg
Q4733561	alma julia hightower
Q47462941	vic
Q47462941	vic kukoverov
Q47462941	victor kukoverov
Q4747585	amor
Q475138	the aryan couple
Q475138	aryan couple
Q478926	casa rosada
Q48851936	ricardo
Q48966901	alfie
Q48990207	angel
Q49054404	erik
Q4913064	william morgan
Q4916991	birth
Q4933479	bob murphy
Q4933479	robert joseph murphy , jr .
Q493455	jeon no-min
Q494085	mash
Q494085	m*a*s*h
Q494085	mash ( film )
Q494085	m*a*s*h ( film )
Q494998	franklin county
Q494998	franklin county , tennessee
Q496305	witold woyda
Q4964119	brian hunter
Q496437	karen
Q496437	sarah gale
Q4967567	brighton
Q4967567	brighton , marathon county , wisconsin
Q498412	yuri
Q5011	amor
Q5011	amore
Q5011	cupido
Q50350009	resurrection
Q50380626	the finger
Q50845916	disciple
Q50845937	patriot
Q5085481	charlie russell
Q5110898	christine
Q51123	d. w. griffith
Q51123	david llewelyn wark griffith
Q51123	david wark griffith
Q518781	montfaucon
Q520621	paris
Q520621	oscar jackson , jr .
Q5210317	dale
Q5223785	heart
Q5223785	♥
Q5234640	david hall
Q5234640	david j. hall
Q5281460	disciple
Q5299130	dos
Q5307893	drive
Q5402760	eternity
Q5412140	europe
Q541658	john iii
Q5427578	fab five
Q5431259	faith in me , faith in you
Q5433670	fancy
Q5451903	fireman
Q5459648	flip
Q548070	lin
Q548070	ln
Q548070	lobular neoplasia
Q548070	lobular intraepithelial neoplasia
Q54990424	the dead
Q55059140	colin
Q551307	anja topf
Q551832	scanners iii : the takeover
Q5520076	games
